Year,Month,Day,EnergyUse,Temp
2020,12,31,5190.36,42.4
2021,1,1,6618.36,32.9
2021,1,2,4928.28,41.9
2021,1,3,6322.26,34.6
2021,1,4,5622.96,37.5
2021,1,5,5751.06,37.4
2021,1,6,5981.64,37
2021,1,7,6219.36,35.1
2021,1,8,7126.56,29.8
2021,1,9,7046.34,32.3
2021,1,10,6321.42,33.9
2021,1,11,7128.24,29.4
2021,1,12,6561.66,31.9
2021,1,13,6016.5,34.8
2021,1,14,5563.32,37.3
2021,1,15,5243.28,40.4
2021,1,16,4546.5,42.1
2021,1,17,5627.58,38.6
2021,1,18,5351.22,39
2021,1,19,5935.02,35
2021,1,20,6319.74,32.8
2021,1,21,6682.2,30.7
2021,1,22,5812.8,38.3
2021,1,23,7144.2,29.6
2021,1,24,7558.32,27.2
2021,1,25,7111.02,30
2021,1,26,6765.36,32.7
2021,1,27,6663.3,33.6
2021,1,28,7632.66,27.5
2021,1,29,9072.42,21.7
2021,1,30,9080.4,24.1
2021,1,31,9690.66,22.9
2021,2,1,9315.18,27.7
2021,2,2,8321.04,31.7
2021,2,3,8339.1,31
2021,2,4,7355.04,33.4
2021,2,5,5754.84,38.8
2021,2,6,6166.86,36.8
2021,2,7,7129.5,31.9
2021,2,8,8759.94,21.7
2021,2,9,8158.08,26.2
2021,2,10,8024.94,26.7
2021,2,11,7790.58,27.9
2021,2,12,8647.38,23.9
2021,2,13,8369.34,26.6
2021,2,14,7555.38,30
2021,2,15,7151.76,32.7
2021,2,16,5497.38,39
2021,2,17,7245.42,26.4
2021,2,18,8116.08,25.1
2021,2,19,7465.08,29.1
2021,2,20,7523.88,28.8
2021,2,21,7810.74,27
2021,2,22,7001.82,31.3
2021,2,23,6108.06,38.9
2021,2,24,4593.96,44.1
2021,2,25,4651.92,43.5
2021,2,26,5210.1,38.3
2021,2,27,4873.68,40.8
2021,2,28,5297.88,39.5
2021,3,1,4612.44,41.2
2021,3,2,5927.46,28.9
2021,3,3,4905.18,38.6
2021,3,4,5144.58,37.2
2021,3,5,5950.98,29.8
2021,3,6,5720.82,32.8
2021,3,7,5032.86,32.6
2021,3,8,5095.02,33.1
2021,3,9,3551.52,48.5
2021,3,10,3258.78,47.4
2021,3,11,2073.54,55.7
2021,3,12,1785,60.7
2021,3,13,3293.22,42.1
2021,3,14,3146.64,44.6
2021,3,15,5631.78,31.8
2021,3,16,6347.46,33.3
2021,3,17,4924.08,39.6
2021,3,18,4391.1,43.9
2021,3,19,4866.96,40.2
2021,3,20,4427.64,42.3
2021,3,21,3926.58,46.5
2021,3,22,3711.96,46.2
2021,3,23,2748.9,50.2
2021,3,24,2915.22,51.4
2021,3,25,2304.12,55.8
2021,3,26,1343.16,65.4
2021,3,27,1312.92,57.6
2021,3,28,1772.82,56.1
2021,3,29,2971.08,48
2021,3,30,3022.32,48.7
2021,3,31,2361.24,55.7
2021,4,1,3567.9,44.7
2021,4,2,5177.76,33.9
2021,4,3,4186.56,39.4
2021,4,4,2744.7,52.5
2021,4,5,1791.72,56.3
2021,4,6,1652.7,56.9
2021,4,7,1868.58,54.9
2021,4,8,1646.82,55.7
2021,4,9,2054.22,51.6
2021,4,10,1602.3,58.6
2021,4,11,2164.68,54.7
2021,4,12,3481.38,46.5
2021,4,13,2211.3,52.4
2021,4,14,2106.3,54.9
2021,4,15,2239.02,53.6
2021,4,16,3126.9,45.7
2021,4,17,2956.8,48.5
2021,4,18,2177.7,53.5
2021,4,19,2173.08,53.7
2021,4,20,1667.82,59
2021,4,21,1942.08,53
2021,4,22,3306.24,40.8
2021,4,23,2360.82,49.3
2021,4,24,1777.02,56.6
2021,4,25,1774.5,54.8
2021,4,26,2129.82,50.7
2021,4,27,1853.04,56.9
2021,4,28,1590.96,69.9
2021,4,29,1948.8,68.9
2021,4,30,1210.02,61
2021,5,1,1193.64,52.5
2021,5,2,1152.06,66.9
2021,5,3,1624.14,61.5
2021,5,4,1399.44,62.5
2021,5,5,1615.32,57.5
2021,5,6,1249.92,55.3
2021,5,7,1614.9,54.7
2021,5,8,2005.5,51
2021,5,9,2651.88,48.4
2021,5,10,2371.32,52.1
2021,5,11,2085.3,53.5
2021,5,12,1777.86,55.1
2021,5,13,1491.84,57.8
2021,5,14,1365,60.5
2021,5,15,1233.96,61.2
2021,5,16,1079.4,61.4
2021,5,17,1566.6,62.8
2021,5,18,1469.58,66.6
2021,5,19,1635.06,73.1
2021,5,20,1484.28,67.9
2021,5,21,1535.1,67.6
2021,5,22,1858.92,76.1
2021,5,23,2028.6,80
2021,5,24,1738.8,63.7
2021,5,25,1498.98,64.5
2021,5,26,1979.04,71.3
2021,5,27,1679.16,72.6
2021,5,28,1454.46,58
2021,5,29,1957.62,48.2
2021,5,30,1966.86,48
2021,5,31,1144.08,58.8
2021,6,1,1285.2,64.3
2021,6,2,1568.7,66.5
2021,6,3,1877.4,66.6
2021,6,4,2172.24,70.3
2021,6,5,1740.9,76.9
2021,6,6,2032.38,80.9
2021,6,7,2807.7,80.8
2021,6,8,3088.26,77
2021,6,9,2705.22,76.4
2021,6,10,1827.84,73.7
2021,6,11,1802.64,62.3
2021,6,12,1433.04,66.4
2021,6,13,1589.7,67.2
2021,6,14,1954.26,70.8
2021,6,15,1405.74,70.3
2021,6,16,1158.78,67.9
2021,6,17,1092.84,66.1
2021,6,18,1236.48,70
2021,6,19,1823.64,73.2
2021,6,20,1808.94,75.1
2021,6,21,2559.48,78.5
2021,6,22,2247.42,67.5
2021,6,23,1146.6,63.8
2021,6,24,1085.28,65.2
2021,6,25,1256.64,67.5
2021,6,26,1914.36,75.6
2021,6,27,2129.82,79.6
2021,6,28,2617.86,82
2021,6,29,2932.44,83.8
2021,6,30,3357.9,84.9
2021,7,1,2819.88,75.4
2021,7,2,2160.9,72
2021,7,3,1525.44,64.9
2021,7,4,1485.54,69.7
2021,7,5,1505.7,75.1
2021,7,6,2551.08,79.4
2021,7,7,2956.38,81.3
2021,7,8,3095.82,79.8
2021,7,9,2525.46,77.4
2021,7,10,2058,75.3
2021,7,11,2256.24,76.1
2021,7,12,3066.42,77.2
2021,7,13,2659.44,72.4
2021,7,14,2583,77.6
2021,7,15,2700.6,80.5
2021,7,16,2510.34,82.7
2021,7,17,2259.18,80.5
2021,7,18,2006.34,74.1
2021,7,19,2223.9,76.2
2021,7,20,2518.32,77.2
2021,7,21,2338.14,74.9
2021,7,22,1666.56,71.3
2021,7,23,1501.08,72.1
2021,7,24,1717.8,72.8
2021,7,25,2074.8,75.9
2021,7,26,2501.94,79.4
2021,7,27,2430.96,78.8
2021,7,28,2109.66,74.9
2021,7,29,2638.86,71.4
2021,7,30,1593.48,74.8
2021,7,31,1111.74,66.8
2021,8,1,1737.12,66.6
2021,8,2,1427.58,69
2021,8,3,1674.96,68.3
2021,8,4,1868.58,68.7
2021,8,5,1634.64,72
2021,8,6,1954.68,76.6
2021,8,7,1902.18,75.7
2021,8,8,1676.64,71.5
2021,8,9,2203.74,75.6
2021,8,10,2655.66,75.9
2021,8,11,2661.12,78.8
2021,8,12,2819.46,81.6
2021,8,13,2581.74,83.8
2021,8,14,2368.8,80.1
2021,8,15,1503.18,75
2021,8,16,2544.78,73.8
2021,8,17,2631.72,76.1
2021,8,18,2850.12,79
2021,8,19,2942.1,79.7
2021,8,20,2533.86,76.1
2021,8,21,2248.68,75
2021,8,22,2315.46,73.2
2021,8,23,2653.56,76.2
2021,8,24,2391.06,80.2
2021,8,25,2538.9,79.9
2021,8,26,2882.04,80.2
2021,8,27,2815.68,80.2
2021,8,28,2392.32,71.3
2021,8,29,1981.98,71
2021,8,30,2757.72,78.2
2021,8,31,2397.36,77
2021,9,1,2398.2,70.3
2021,9,2,1097.88,67.5
2021,9,3,1221.36,63.8
2021,9,4,1135.68,65.9
2021,9,5,1725.78,67.4
2021,9,6,1394.82,73.5
2021,9,7,1555.26,70.3
2021,9,8,2248.26,74.1
2021,9,9,2248.26,68.5
2021,9,10,1182.72,65.7
2021,9,11,1199.1,64.8
2021,9,12,1601.88,71.5
2021,9,13,2295.72,76.6
2021,9,14,2285.22,73.7
2021,9,15,2521.26,76.9
2021,9,16,2356.2,72.3
2021,9,17,2326.8,71.2
2021,9,18,1687.14,74.5
2021,9,19,1236.48,68.9
2021,9,20,1549.38,64.1
2021,9,21,1807.26,66.9
2021,9,22,2316.72,74.7
2021,9,23,2412.48,71.9
2021,9,24,1106.7,62.9
2021,9,25,1161.3,62.3
2021,9,26,1046.22,62.8
2021,9,27,1346.1,66
2021,9,28,2010.96,65.4
2021,9,29,1338.96,59.9
2021,9,30,1476.3,59.7
2021,10,1,1737.12,56.1
2021,10,2,1530.06,60.7
2021,10,3,1362.48,66.3
2021,10,4,2114.7,70
2021,10,5,1921.92,62.6
2021,10,6,1911,64.5
2021,10,7,1700.58,67.3
2021,10,8,1455.3,66.4
2021,10,9,1447.74,63.9
2021,10,10,1474.62,62.6
2021,10,11,1324.68,64
2021,10,12,1908.48,62.8
2021,10,13,1886.22,65
2021,10,14,1535.94,66.9
2021,10,15,1477.14,68
2021,10,16,1436.82,67.1
2021,10,17,1544.34,54.7
2021,10,18,2308.32,51.2
2021,10,19,2150.4,54.7
2021,10,20,1484.7,63.4
2021,10,21,1300.74,62.2
2021,10,22,1234.8,60.7
2021,10,23,1827.84,52.7
2021,10,24,2399.46,50.6
2021,10,25,1702.68,63.5
2021,10,26,1651.44,57.5
2021,10,27,1958.04,58
2021,10,28,2110.08,53.5
2021,10,29,2231.46,53.4
2021,10,30,1412.04,60.2
2021,10,31,1685.88,56.9
2021,11,1,2562.84,52.6
2021,11,2,3518.76,45.7
2021,11,3,3962.7,42.2
2021,11,4,5042.1,39.8
2021,11,5,4803.96,40.4
2021,11,6,4711.56,40.6
2021,11,7,4567.5,41.7
2021,11,8,3438.12,50.9
2021,11,9,2792.58,55.4
2021,11,10,2423.4,54.3
2021,11,11,2281.02,51.9
2021,11,12,1947.96,58.2
2021,11,13,3577.98,44.1
2021,11,14,4581.78,39.4
2021,11,15,5331.9,41
2021,11,16,5259.24,39.6
2021,11,17,4361.7,44
2021,11,18,2623.32,55.1
2021,11,19,4900.98,42.1
2021,11,20,5097.54,37.6
2021,11,21,4273.5,44
2021,11,22,4341.96,44.9
2021,11,23,6461.7,34.5
2021,11,24,6046.32,36.1
2021,11,25,4939.2,42
2021,11,26,4946.76,41.9
2021,11,27,6073.2,35.8
2021,11,28,5908.98,36.7
2021,11,29,6076.14,36.1
2021,11,30,6637.26,34.5
2021,12,1,5232.78,42.7
2021,12,2,3452.4,50.1
2021,12,3,4876.2,43.8
2021,12,4,5375.16,39.7
2021,12,5,5562.48,39.8
2021,12,6,3018.12,51.9
2021,12,7,5881.68,36.2
2021,12,8,6460.86,34.3
2021,12,9,6583.5,34.4
2021,12,10,5552.82,39.8
2021,12,11,3197.46,53.6
2021,12,12,5089.14,42.8
2021,12,13,5305.86,42.4
2021,12,14,5145,43.9
2021,12,15,5171.46,44.5
2021,12,16,2599.38,54.4
2021,12,17,3299.94,53
2021,12,18,4701.06,41.6
2021,12,19,5913.6,36.7
2021,12,20,7756.14,28.6
2021,12,21,7349.16,31.9
2021,12,22,6109.74,37.4
2021,12,23,7335.3,30.9
2021,12,24,6431.04,36.5
2021,12,25,4901.82,44
2021,12,26,4349.94,46.4
2021,12,27,6755.28,34.8
2021,12,28,5550.3,40.3
2021,12,29,4744.74,43
2021,12,30,3867.36,46
2021,12,31,3708.6,48.5
2022,1,1,3141.18,51.9
2022,1,2,3449.88,51.1
2022,1,3,8111.46,29.9
2022,1,4,8547.84,25.2
2022,1,5,6909,34.5
2022,1,6,6986.28,34.2
2022,1,7,8455.02,27.5
2022,1,8,9281.16,22.8
2022,1,9,7618.38,32.2
2022,1,10,8201.76,29.1
2022,1,11,9948.54,18.2
2022,1,12,8444.94,27
2022,1,13,7119.42,34.9
2022,1,14,6417.18,36.1
2022,1,15,9817.5,16.7
2022,1,16,9592.38,18.7
2022,1,17,6507.9,37.2
2022,1,18,7665.42,32.6
2022,1,19,6515.04,36.3
2022,1,20,7101.78,32.4
2022,1,21,9637.74,18.1
2022,1,22,8992.62,19.7
2022,1,23,7765.38,27.2
2022,1,24,7344.96,28.6
2022,1,25,6954.36,33.7
2022,1,26,8615.46,22.5
2022,1,27,9055.2,21.1
2022,1,28,8200.08,28.8
2022,1,29,10343.34,19.9
2022,1,30,10431.12,16
2022,1,31,9549.54,20.9
2022,2,1,8484.42,26
2022,2,2,6426.84,33.5
2022,2,3,5092.08,41.1
2022,2,4,5197.5,42.6
2022,2,5,8237.88,24.1
2022,2,6,8220.66,23.4
2022,2,7,7335.3,32.1
2022,2,8,6283.62,35.3
2022,2,9,6103.86,35.6
2022,2,10,5402.46,41.9
2022,2,11,4591.44,44.2
2022,2,12,3400.32,50
2022,2,13,6515.46,31.5
2022,2,14,9746.52,19.8
2022,2,15,9408.84,20.3
2022,2,16,6904.38,33.2
2022,2,17,2970.24,54.9
2022,2,18,4097.52,45.6
2022,2,19,7289.1,28.8
2022,2,20,7349.16,26.6
2022,2,21,5386.08,39.4
2022,2,22,3664.92,49.4
2022,2,23,2527.98,58.1
2022,2,24,6795.6,31.6
2022,2,25,6497.82,34.8
2022,2,26,6904.8,30
2022,2,27,5928.72,36.5
2022,2,28,6611.64,32
2022,3,1,5502.84,39
2022,3,2,4142.88,44.2
2022,3,3,4885.44,39.9
2022,3,4,6439.86,28
2022,3,5,5521.32,36.9
2022,3,6,3032.82,55.1
2022,3,7,1699.74,65.7
2022,3,8,3701.46,42.1
2022,3,9,5075.7,36.4
2022,3,10,4415.88,39.2
2022,3,11,3687.18,42.8
2022,3,12,5583.48,33.4
2022,3,13,5848.08,25.6
2022,3,14,3739.68,42.9
2022,3,15,2610.3,52
2022,3,16,1756.44,55.9
2022,3,17,2910.6,49.3
2022,3,18,1914.36,58.1
2022,3,19,1347.78,61.9
2022,3,20,2307.48,52.4
2022,3,21,2470.86,51.9
2022,3,22,2572.08,50.6
2022,3,23,3795.12,42.7
2022,3,24,4099.2,43.8
2022,3,25,2803.5,49.1
2022,3,26,2986.62,47.1
2022,3,27,4430.16,37.9
2022,3,28,6800.22,26
2022,3,29,5925.36,30
2022,3,30,5178.18,35.1
2022,3,31,2616.6,57.7
2022,4,1,2123.94,51.9
2022,4,2,2908.92,43.9
2022,4,3,3512.88,43
2022,4,4,2910.18,44.8
2022,4,5,3188.22,46
2022,4,6,3506.58,48.8
2022,4,7,3668.7,48.2
2022,4,8,2383.08,52.6
2022,4,9,2856,47.9
2022,4,10,3660.72,44.9
2022,4,11,2706.06,48.8
2022,4,12,1888.32,57.4
2022,4,13,1814.82,65.4
2022,4,14,1310.4,69.4
2022,4,15,1089.48,57.3
2022,4,16,1165.5,59.4
2022,4,17,1820.28,44.6
2022,4,18,3973.62,41.4
2022,4,19,3829.98,43.3
2022,4,20,2750.58,47.1
2022,4,21,2337.72,51.6
2022,4,22,1485.96,58.3
2022,4,23,1749.3,54.9
2022,4,24,1494.36,55.4
2022,4,25,2365.44,50.8
2022,4,26,1917.72,57.9
2022,4,27,2754.78,49.5
2022,4,28,3205.44,45.5
2022,4,29,2749.32,49.4
2022,4,30,2283.54,53
2022,5,1,1971.06,54.6
2022,5,2,1987.86,55.8
2022,5,3,1594.32,56.7
2022,5,4,2105.04,54.9
2022,5,5,1370.88,62.4
2022,5,6,2605.68,53.9
2022,5,7,3689.7,47.6
2022,5,8,3138.66,49.3
2022,5,9,1863.96,56.9
2022,5,10,1174.74,59.6
2022,5,11,1510.32,60.9
2022,5,12,1527.54,63.5
2022,5,13,1642.2,63
2022,5,14,1648.92,63.9
2022,5,15,1424.64,69
2022,5,16,2089.92,67.7
2022,5,17,1465.38,65.7
2022,5,18,1275.96,61.3
2022,5,19,1737.12,61.2
2022,5,20,1947.54,65.4
2022,5,21,1764.84,76.4
2022,5,22,1903.86,77.9
2022,5,23,1911,66.9
2022,5,24,1680.84,62.2
2022,5,25,1246.98,60.2
2022,5,26,1750.14,62.1
2022,5,27,1949.22,67.7
2022,5,28,1422.12,69
2022,5,29,1260.42,68.9
2022,5,30,1725.36,74
2022,5,31,2549.82,81.6
2022,6,1,2048.76,68.1
2022,6,2,2123.1,69.3
2022,6,3,1929.9,70.1
2022,6,4,1225.14,69.8
2022,6,5,1086.12,66.3
2022,6,6,1464.12,67.2
2022,6,7,2381.82,67.7
2022,6,8,2096.22,74.3
2022,6,9,2113.86,73.1
2022,6,10,1310.4,68.7
2022,6,11,1547.7,67
2022,6,12,1684.62,65.7
2022,6,13,2448.18,75.9
2022,6,14,1931.58,73.3
2022,6,15,1843.8,72.1
2022,6,16,2269.26,68.2
2022,6,17,2042.88,78.4
2022,6,18,1361.22,66.5
2022,6,19,965.58,62.6
2022,6,20,1372.14,65.4
2022,6,21,2057.16,68.2
2022,6,22,2313.78,65.8
2022,6,23,2149.56,65.2
2022,6,24,1952.16,70.1
2022,6,25,1921.92,78
2022,6,26,2059.68,77.8
2022,6,27,3033.66,73.1
2022,6,28,1796.34,71
2022,6,29,1988.7,72.5
2022,6,30,2140.32,76.8
2022,7,1,2337.72,78.9
2022,7,2,2477.16,81.2
2022,7,3,1918.98,78.5
2022,7,4,1450.26,74.7
2022,7,5,2624.58,75
2022,7,6,2982.84,79.4
2022,7,7,2772.42,74.2
2022,7,8,2391.06,74.6
2022,7,9,2096.64,73
2022,7,10,1549.38,72
2022,7,11,1935.36,72.6
2022,7,12,2743.44,77.7
2022,7,13,2777.46,80.1
2022,7,14,2849.7,79.8
2022,7,15,2504.04,75.9
2022,7,16,2528.4,76.4
2022,7,17,2592.66,77.5
2022,7,18,3726.24,81
2022,7,19,3121.44,81.6
2022,7,20,3339.42,84
2022,7,21,3669.96,85.2
2022,7,22,3192.42,85.2
2022,7,23,2743.86,86.1
2022,7,24,2814.42,86.1
2022,7,25,3997.98,83.9
2022,7,26,2947.98,75.3
2022,7,27,2726.64,77.4
2022,7,28,3523.38,79.7
2022,7,29,3154.62,77
2022,7,30,2046.66,79.3
2022,7,31,2210.88,76.8
2022,8,1,2977.38,69.5
2022,8,2,2816.1,79.2
2022,8,3,2740.92,79.8
2022,8,4,3273.06,82.8
2022,8,5,3210.48,79.9
2022,8,6,2787.12,79.8
2022,8,7,3095.82,82.8
2022,8,8,3664.08,83.7
2022,8,9,3764.88,84.2
2022,8,10,3290.28,80.4
2022,8,11,2833.74,78.9
2022,8,12,1915.2,75.9
2022,8,13,1317.54,70.4
2022,8,14,1640.52,71.1
2022,8,15,2150.82,71.4
2022,8,16,2139.9,70.6
2022,8,17,2249.94,71.1
2022,8,18,2157.12,72.5
2022,8,19,2326.8,76.8
2022,8,20,2306.22,78.9
2022,8,21,2436.42,74.9
2022,8,22,3034.92,74.6
2022,8,23,2579.22,74.3
2022,8,24,2539.32,76.5
2022,8,25,2632.56,76.9
2022,8,26,2898.42,79.9
2022,8,27,2563.26,79.2
2022,8,28,2691.36,76.2
2022,8,29,2927.4,78.9
2022,8,30,3079.44,79.4
2022,8,31,2446.5,75.1
2022,9,1,1925.28,73.9
2022,9,2,1459.92,68.9
2022,9,3,1913.1,71.4
2022,9,4,2279.34,77.1
2022,9,5,2483.04,77.2
2022,9,6,2968.56,70.5
2022,9,7,2461.2,67.9
2022,9,8,2141.16,69.2
2022,9,9,1873.62,68.5
2022,9,10,1680,68.8
2022,9,11,2367.54,69.5
2022,9,12,3016.86,73.7
2022,9,13,2799.72,73.7
2022,9,14,2042.88,68.5
2022,9,15,1547.28,66
2022,9,16,1360.8,62.6
2022,9,17,1756.86,68.6
2022,9,18,1826.16,70.5
2022,9,19,2577.96,71.8
2022,9,20,2299.5,69.9
2022,9,21,2159.64,69.2
2022,9,22,2352,66.6
2022,9,23,1231.86,55.5
2022,9,24,1311.66,55
2022,9,25,1483.02,61.3
2022,9,26,1759.8,64.7
2022,9,27,1534.68,61.9
2022,9,28,1495.2,58.4
2022,9,29,1384.74,58.2
2022,9,30,1718.22,55.5
2022,10,1,1668.24,55.5
2022,10,2,2052.96,54.1
2022,10,3,4121.88,46.7
2022,10,4,3827.88,48.3
2022,10,5,2460.78,56.1
2022,10,6,1651.02,60.5
2022,10,7,1304.52,63.8
2022,10,8,1388.94,52.2
2022,10,9,1926.96,49.4
2022,10,10,1890.84,53
2022,10,11,1967.7,56.8
2022,10,12,1873.62,56.6
2022,10,13,1927.8,62.1
2022,10,14,1789.62,56.2
2022,10,15,1928.22,54.9
2022,10,16,1910.58,54
2022,10,17,2126.46,56.7
2022,10,18,2745.12,47.7
2022,10,19,3383.1,43.7
2022,10,20,3001.32,47
2022,10,21,2860.2,48.4
2022,10,22,2615.34,50.4
2022,10,23,2183.58,55.1
2022,10,24,2558.64,56
2022,10,25,2254.56,63.7
2022,10,26,2181.9,62.7
2022,10,27,1724.1,56
2022,10,28,2743.02,47.5
2022,10,29,3013.5,46.6
2022,10,30,2918.58,47.4
2022,10,31,2654.82,52.4
2022,11,1,2121.84,60.3
2022,11,2,1815.24,58.7
2022,11,3,2455.32,53.4
2022,11,4,2456.16,54.7
2022,11,5,1552.32,65.1
2022,11,6,1959.72,67.4
2022,11,7,1938.72,68.7
2022,11,8,2333.94,50.1
2022,11,9,3194.94,44.4
2022,11,10,2608.2,51.1
2022,11,11,2036.58,62.5
2022,11,12,1477.14,65.5
2022,11,13,3644.34,47.4
2022,11,14,4668.3,38.7
2022,11,15,5386.92,36.5
2022,11,16,4400.76,42.2
2022,11,17,5130.3,36.9
2022,11,18,5226.48,35.2
2022,11,19,5427.66,32.6
2022,11,20,5915.7,30.4
2022,11,21,5724.18,31.1
2022,11,22,4707.78,40.2
2022,11,23,4448.22,40.6
2022,11,24,4201.68,42.3
2022,11,25,4341.96,45.4
2022,11,26,3875.34,45.9
2022,11,27,3854.34,46.9
2022,11,28,3424.26,48.3
2022,11,29,5071.08,36
2022,11,30,4516.26,44.2
2022,12,1,5108.46,35.8
2022,12,2,5252.94,33.9
2022,12,3,3933.72,49.9
2022,12,4,4760.28,37.4
2022,12,5,5458.74,33.1
2022,12,6,4445.7,46
2022,12,7,2958.48,54.4
2022,12,8,3504.9,48
2022,12,9,4565.4,37.6
2022,12,10,5280.66,34.5
2022,12,11,5521.32,36.6
2022,12,12,5663.7,34.9
2022,12,13,5826.66,30.7
2022,12,14,5767.44,32
2022,12,15,5899.32,36
2022,12,16,5147.1,41.8
2022,12,17,5132.4,38.4
2022,12,18,5581.8,34
2022,12,19,6108.06,30.8
2022,12,20,5809.44,31.6
2022,12,21,5997.18,29.4
2022,12,22,6021.12,36.3
2022,12,23,5922.84,34.7
2022,12,24,9259.32,9.5
2022,12,25,8307.18,19
2022,12,26,7699.86,21.3
2022,12,27,6962.34,29.1
2022,12,28,5744.34,35
2022,12,29,4983.3,38.5
2022,12,30,3868.2,43.1
2022,12,31,3149.58,48
