Year,Month,Day,EnergyUse,Temp,Humidity,dew,windspeed,windgust,solarradiation,solarenergy,uvindex,cloudcover,winddir
2020,12,27,6603.66,27.9,64.3,17.1,8.3,15.7,62.3,5.4,4,0,271.7
2020,12,28,5288.64,38.5,72.5,30.1,12.5,23,54.2,4.7,3,39.4,206.7
2020,12,29,6242.04,34.6,49.4,17,15.2,28,53.5,4.7,3,26.1,313.6
2020,12,30,6588.12,32.3,62.7,20.7,15.7,24.9,49.4,4.4,3,25.9,192.1
2020,12,31,5190.36,42.4,79.3,36.3,17.3,28.9,17.5,1.3,1,80.5,276.8
2021,1,1,6618.36,32.9,80.4,27.4,10.9,17.9,27.6,2.5,1,42,31.2
2021,1,2,4928.28,41.9,80.4,35.8,16.5,32.1,84.2,7.2,4,60,309.9
2021,1,3,6322.26,34.6,89.5,31.7,16.5,20.4,17.3,1.4,2,71.2,33.8
2021,1,4,5622.96,37.5,85.9,33.5,8.9,15.9,39.1,3.5,2,99.2,343.8
2021,1,5,5751.06,37.4,79.6,31.6,5.9,11.6,28.5,2.3,2,100,348.9
2021,1,6,5981.64,37,66.5,26.7,18,30.6,68.1,5.9,4,45.5,322.8
2021,1,7,6219.36,35.1,60.8,22.5,15.7,23,62.9,5.4,4,0,330.2
2021,1,8,7126.56,29.8,68.9,20.7,7.3,15.2,42.5,3.7,2,0.3,332.1
2021,1,9,7046.34,32.3,48.1,14.3,14.8,27.7,57.2,5,3,48,341.4
2021,1,10,6321.42,33.9,54.4,18.7,11.2,17.9,114.2,9.7,3,0,329
2021,1,11,7128.24,29.4,71.6,21.1,6.5,9.6,44.7,3.8,2,9.7,307.8
2021,1,12,6561.66,31.9,70.3,22.5,8,13,52.9,4.6,4,2.3,288.6
2021,1,13,6016.5,34.8,67.1,24.8,12.5,20.8,58.1,5.1,3,42.9,275.9
2021,1,14,5563.32,37.3,72.2,28.6,5.3,8.5,59.4,5.2,3,30.6,342.4
2021,1,15,5243.28,40.4,88.5,37.2,15.7,28.6,38.7,3.5,2,61.6,70.3
2021,1,16,4546.5,42.1,82.2,36.7,13.8,22.1,42.4,3.5,2,72.1,291.2
2021,1,17,5627.58,38.6,60.3,25.8,16.1,31.1,61.8,5.5,3,50.2,254.5
2021,1,18,5351.22,39,60.8,26.4,14.8,26.9,67.8,6,3,39.2,267.4
2021,1,19,5935.02,35,60.1,22.2,16.1,26.4,61,5.3,3,41.7,258.3
2021,1,20,6319.74,32.8,57.3,18.7,20.6,34,69.7,6.1,3,53.9,315
2021,1,21,6682.2,30.7,63.1,19.1,13.9,25,75.3,6.6,4,14.9,221.2
2021,1,22,5812.8,38.3,53.1,22,18.3,25.3,67.7,6,4,66.3,270.7
2021,1,23,7144.2,29.6,40.3,8.2,20.5,32,103.4,8.7,5,39.1,316
2021,1,24,7558.32,27.2,43.6,7.6,13.7,26.4,85.1,7.4,4,30.4,309.6
2021,1,25,7111.02,30,48.9,13,6.9,10.1,57.5,4.9,3,58.9,317.9
2021,1,26,6765.36,32.7,77.5,25.8,12,20.8,15.7,1.5,1,100,49.7
2021,1,27,6663.3,33.6,78.3,27.1,14.7,23.3,39.6,3.3,2,98.9,325.4
2021,1,28,7632.66,27.5,49.1,10.4,21.8,34.3,94.7,8.1,5,36.6,336.8
2021,1,29,9072.42,21.7,42.6,2.2,26.2,42.2,99.7,8.5,5,18.6,321.4
2021,1,30,9080.4,24.1,47.2,6,14.7,24.2,99.6,8.6,5,21.8,316.9
2021,1,31,9690.66,22.9,73.2,15.3,17.6,21.3,24.9,2.2,1,74.6,55.3
2021,2,1,9315.18,27.7,89.3,25,23.8,36.5,20.8,1.8,1,100,31.5
2021,2,2,8321.04,31.7,87,28.2,17.9,28.4,37.4,3.1,2,100,340.5
2021,2,3,8339.1,31,69.8,22.1,16.9,29.6,64.8,5.6,3,99,318.9
2021,2,4,7355.04,33.4,56,19.2,14.9,22.1,121.1,10.3,5,21.2,288.1
2021,2,5,5754.84,38.8,65.4,27.7,14.7,29.8,102.8,8.8,5,44,223.2
2021,2,6,6166.86,36.8,49.5,19.2,20.6,29.5,101,8.6,4,9.3,253.2
2021,2,7,7129.5,31.9,82,26.8,13.5,22.6,9,1,1,64.1,347.3
2021,2,8,8759.94,21.7,56.2,8.1,9.1,21.3,121,10.3,6,2.4,320
2021,2,9,8158.08,26.2,83.1,21.7,9.7,13.4,35.5,3,2,77,356.3
2021,2,10,8024.94,26.7,71.3,18,6.8,13.9,97.5,8.5,5,30.5,306.3
2021,2,11,7790.58,27.9,76.1,21,11.2,15.7,29.8,2.6,1,64.1,20.3
2021,2,12,8647.38,23.9,47.7,6.6,8.2,14.5,58,4.8,2,68.5,4.4
2021,2,13,8369.34,26.6,50.9,10.6,13.7,17.7,42.8,3.6,2,100,40.7
2021,2,14,7555.38,30,76,23.3,8.1,13.6,57.2,4.8,2,99.5,354.3
2021,2,15,7151.76,32.7,76.3,25.9,10.9,18.6,65,5.6,2,99.1,35.7
2021,2,16,5497.38,39,79.8,32.6,18.2,38,91.5,8,5,77.9,288.2
2021,2,17,7245.42,26.4,46.6,8.3,15.9,24.2,185.4,15.8,6,0.7,317.9
2021,2,18,8116.08,25.1,80.3,19.6,14.6,21.9,47.2,4,1,90.7,37.7
2021,2,19,7465.08,29.1,92.4,27.2,11.3,19.9,39.4,3.3,2,100,15.4
2021,2,20,7523.88,28.8,62.3,17.1,15.1,25.1,95,8.1,6,45.7,289.2
2021,2,21,7810.74,27,55.2,12.7,10.1,20.1,154.8,13.4,6,0,289
2021,2,22,7001.82,31.3,82.8,26.3,9.9,22.8,36.6,3.3,1,73,203.1
2021,2,23,6108.06,38.9,71.3,29.8,15.7,27.7,103.2,8.5,2,58.6,253
2021,2,24,4593.96,44.1,57.7,29.6,18.2,29.1,42.3,3,0,8.4,218.5
2021,2,25,4651.92,43.5,44.9,23.1,15.6,28.9,160.2,13.7,6,9.7,303
2021,2,26,5210.1,38.3,46.3,18.8,9,18.3,177.3,15.4,7,9.4,189
2021,2,27,4873.68,40.8,87.9,37.3,9.6,24.2,49.4,4.3,3,66.5,297
2021,2,28,5297.88,39.5,90.7,36.9,10.8,18.8,29.9,2.5,1,65.8,60.4
2021,3,1,4612.44,41.2,77.6,33.3,21,36.5,41.2,3.4,2,78.1,294.5
2021,3,2,5927.46,28.9,39.3,7,19.3,31,171.9,15.3,7,2.1,302.3
2021,3,3,4905.18,38.6,51,21,12.5,24.2,167.9,14.8,7,10.3,258.8
2021,3,4,5144.58,37.2,54,21.5,18.2,29.8,182.8,16,8,32.6,321.5
2021,3,5,5950.98,29.8,35.7,5.2,20.4,32.5,171.8,14.8,7,0,303.9
2021,3,6,5720.82,32.8,48.6,15.3,12.7,22.9,93.8,8.1,3,90.9,298.6
2021,3,7,5032.86,32.6,46.1,13.5,14.5,20.6,222.2,19.2,7,20,327.3
2021,3,8,5095.02,33.1,42.9,12.2,11.3,18.3,182.9,15.9,7,0,299.9
2021,3,9,3551.52,48.5,39.7,24.4,15.7,22.7,156.4,13.4,7,27.2,290.8
2021,3,10,3258.78,47.4,60.4,33.2,13.3,20.4,178,15.3,7,16.2,115.2
2021,3,11,2073.54,55.7,62.6,39.5,13.7,23.5,167.6,14.5,6,19.7,209.8
2021,3,12,1785,60.7,39.1,33.3,15.1,26.5,172,14.9,8,29,282.3
2021,3,13,3293.22,42.1,29.8,12.3,20.5,32.1,193.4,16.8,7,0,306.4
2021,3,14,3146.64,44.6,31.8,15.6,25.1,37.7,253.6,21,9,6.1,313.4
2021,3,15,5631.78,31.8,27.4,1,19,35.2,196.9,17,7,0,335.5
2021,3,16,6347.46,33.3,46.7,14.1,12.2,17.7,53.7,4.6,2,67.4,100.8
2021,3,17,4924.08,39.6,86.5,35.8,7.8,12.8,59.6,4.9,2,100,83.5
2021,3,18,4391.1,43.9,94.5,42.5,13.8,26.6,19.5,1.7,1,100,60.6
2021,3,19,4866.96,40.2,42.7,16.9,20.5,31,243.4,20.9,9,25.3,6.4
2021,3,20,4427.64,42.3,37.4,16.9,7.8,11.9,212.9,18.3,8,0,313.9
2021,3,21,3926.58,46.5,46.1,23.7,7.6,17.2,216.8,18.8,8,0,45.9
2021,3,22,3711.96,46.2,51.5,27.6,11.2,17.2,217.1,18.8,8,0,68.8
2021,3,23,2748.9,50.2,70.8,40.2,10.2,19.5,199.2,17.2,8,1.3,69.8
2021,3,24,2915.22,51.4,94.1,49.8,12.3,19.7,35.1,2.9,2,83.3,71.8
2021,3,25,2304.12,55.8,94.6,54.2,8.1,18.6,65.8,5.7,2,97.3,228.4
2021,3,26,1343.16,65.4,68.1,52.2,25.6,45.7,315.4,27.1,8,52,246.2
2021,3,27,1312.92,57.6,57.1,42.2,12.4,20.8,347.3,29.8,7,2.4,244.4
2021,3,28,1772.82,56.1,82.1,50.5,16,45.4,38.8,3.5,1,89.1,191.3
2021,3,29,2971.08,48,44.7,27,21.6,36.4,233.3,20.1,8,26.9,292.3
2021,3,30,3022.32,48.7,54.9,31.7,15.7,23.8,239.3,20.9,8,0,191
2021,3,31,2361.24,55.7,87.6,51.9,14.7,30,63.2,5.5,3,63.3,169.5
2021,4,1,3567.9,44.7,63.1,31.6,18.7,34.2,178,15.4,8,78.4,324.5
2021,4,2,5177.76,33.9,41.7,12,21.6,30.7,162.7,14,6,28.6,326.3
2021,4,3,4186.56,39.4,34.1,12.4,10.2,19.9,240.4,20.8,8,0.2,304.8
2021,4,4,2744.7,52.5,37.8,26.5,15.9,28.2,216.5,18.5,8,47.8,328.9
2021,4,5,1791.72,56.3,32.8,25.7,16.9,33,246.8,21.2,8,0,321.8
2021,4,6,1652.7,56.9,24.8,19,16.1,22.9,252.5,21.7,8,2.7,334.9
2021,4,7,1868.58,54.9,47.4,33.9,8.6,18.6,245.3,20.9,5,40.8,342.1
2021,4,8,1646.82,55.7,60.1,41.3,13.5,17,331.7,28.3,8,0.1,150.9
2021,4,9,2054.22,51.6,78.8,45.2,10,17.7,115.8,10.2,5,68.9,126.6
2021,4,10,1602.3,58.6,78.8,51.7,8.5,19.7,42,4.8,0,73.3,138
2021,4,11,2164.68,54.7,97.6,54.1,16.4,25.3,42,4.8,0,87.8,88.5
2021,4,12,3481.38,46.5,88.6,43.2,18.2,23.3,63.5,5.8,2,100,54.6
2021,4,13,2211.3,52.4,67.4,40.3,10.1,18.6,248.1,21.4,9,42.6,22.6
2021,4,14,2106.3,54.9,76.6,47.1,11,19.9,129.5,11.3,6,45.4,219.3
2021,4,15,2239.02,53.6,86,49.3,12.2,27.7,57.1,5,3,95.3,171.7
2021,4,16,3126.9,45.7,67.5,35.5,15,25.5,155.6,13.4,6,68.6,297
2021,4,17,2956.8,48.5,63.5,36.5,14.3,20.4,129.2,11.1,5,89.8,319.6
2021,4,18,2177.7,53.5,55.3,37.3,12.2,19.9,205.7,17.8,9,82.3,297.2
2021,4,19,2173.08,53.7,62,40.1,14,16.6,155.5,13.4,6,26.1,224.8
2021,4,20,1667.82,59,58.3,41.9,16.8,28.4,249.5,21.5,8,1.6,213.8
2021,4,21,1942.08,53,59.8,39.3,24.8,36.6,143.2,12.4,7,61.2,259.5
2021,4,22,3306.24,40.8,41.3,18.2,20.5,35.5,209.3,18.1,8,41.2,288.5
2021,4,23,2360.82,49.3,38.1,24,18.4,28.5,278.1,24.2,9,11.5,266.5
2021,4,24,1777.02,56.6,40.9,32.3,13.8,20.8,229.8,19.8,8,17,241.8
2021,4,25,1774.5,54.8,68.8,43.8,14.1,27.7,6.4,0,0,80.6,338
2021,4,26,2129.82,50.7,40.2,26.1,15.7,24.8,9,0,0,0.2,311.5
2021,4,27,1853.04,56.9,46.6,35.5,8.7,17.7,275.9,23.7,8,13,164.8
2021,4,28,1590.96,69.9,55.6,51.6,15,23.9,261.1,22.5,10,11,270.7
2021,4,29,1948.8,68.9,74.8,60.3,14.5,32.7,117,10.2,5,68.3,221.2
2021,4,30,1210.02,61,53.9,43,25.9,47.4,252.3,21.9,8,61.5,289.3
2021,5,1,1193.64,52.5,40.9,28,21.3,35.9,273.4,23.8,9,17.6,304.8
2021,5,2,1152.06,66.9,41.8,42.5,15.8,27.6,229.7,19.7,9,28.3,227.6
2021,5,3,1624.14,61.5,70.7,51.5,8.6,26.6,72.7,6.2,3,58.7,67.9
2021,5,4,1399.44,62.5,84.4,57.2,17.3,24.2,175.5,15,7,85.2,104.1
2021,5,5,1615.32,57.5,89.4,54.2,11.7,21.9,81.3,7,4,96,17.1
2021,5,6,1249.92,55.3,53.6,37.8,14.3,24.1,273.6,23.6,9,13.3,317
2021,5,7,1614.9,54.7,51.9,36.5,11,14.3,232.2,20.1,9,35.5,63.7
2021,5,8,2005.5,51,78.3,43.9,14.6,24,185.9,16,7,82.1,268.6
2021,5,9,2651.88,48.4,79.2,41.9,13.4,22.6,114,9.8,5,51.5,251
2021,5,10,2371.32,52.1,76,44.1,13.4,32,137.8,12.3,4,79.7,341.4
2021,5,11,2085.3,53.5,58.6,37.6,13.9,25.3,275.6,24,10,33.7,292.8
2021,5,12,1777.86,55.1,42.4,31.9,16.6,23.3,310.7,26.7,10,11.4,326.7
2021,5,13,1491.84,57.8,40,31.5,9.9,17.3,312.7,27,9,16.4,328.3
2021,5,14,1365,60.5,43.7,35.7,9.8,11,252.8,21.9,9,11.3,248.7
2021,5,15,1233.96,61.2,48.2,39.5,14.6,26.4,3.8,0,0,14.6,124.8
2021,5,16,1079.4,61.4,51.8,42.7,9.1,17,5,0,0,7.9,244.4
2021,5,17,1566.6,62.8,54.7,43.8,11,11.4,284.8,24.3,9,3.5,242.5
2021,5,18,1469.58,66.6,49.9,45.2,12.4,19.9,301.8,26.2,9,0.1,247.5
2021,5,19,1635.06,73.1,46,49.3,10.5,17.2,296.8,25.4,9,0.2,311.9
2021,5,20,1484.28,67.9,48.1,45.8,12.4,21.9,294,25.5,9,0.2,126.2
2021,5,21,1535.1,67.6,52.8,47.9,12.2,16.1,288,24.8,9,0.2,222
2021,5,22,1858.92,76.1,50.2,55.2,10.3,19.7,391.2,34.2,7,6.3,293.8
2021,5,23,2028.6,80,52.1,60.4,14.6,24.8,656,57.6,7,34.3,316
2021,5,24,1738.8,63.7,54.4,46.7,13.6,23.3,656,57.6,7,90.5,107.2
2021,5,25,1498.98,64.5,65.5,52.5,12.5,20.4,656,57.6,7,76.8,208.8
2021,5,26,1979.04,71.3,80.9,64.3,21.2,37.1,656,57.6,7,49,225.7
2021,5,27,1679.16,72.6,64,57.8,12.5,20.1,656,57.6,7,14.6,304.2
2021,5,28,1454.46,58,68.1,46.8,16.5,27.5,656,57.6,7,65.6,69.4
2021,5,29,1957.62,48.2,91.1,45.8,20.2,32.9,656,57.6,7,100,44.2
2021,5,30,1966.86,48,92.3,45.9,13.6,23.5,97.3,8.4,1,100,12.4
2021,5,31,1144.08,58.8,68.5,46.9,14.6,22.8,232.8,20.3,8,61.5,317.4
2021,6,1,1285.2,64.3,65.6,51.3,7.6,16.3,220.7,19.2,7,7.3,223.9
2021,6,2,1568.7,66.5,69.3,55.7,10.9,17.9,8.2,0,0,11,169.6
2021,6,3,1877.4,66.6,85.9,62.1,8.1,24.4,11,0,0,79.3,186
2021,6,4,2172.24,70.3,89.3,66.8,10.3,21.9,11,0,0,57.7,213.6
2021,6,5,1740.9,76.9,66.9,63,11.7,24.4,11,0,0,0,246.8
2021,6,6,2032.38,80.9,61,65.2,12.4,16.6,11,0,0,9,207.6
2021,6,7,2807.7,80.8,69.7,69.3,12.4,20.4,11,0,0,17.3,212.4
2021,6,8,3088.26,77,85.6,72,14.7,21.9,11,0,0,28.9,240.1
2021,6,9,2705.22,76.4,85.8,71.1,8.2,19.7,11,0,0,42.2,261.9
2021,6,10,1827.84,73.7,63.9,58.9,14.6,24.6,11,0,0,32.6,93.9
2021,6,11,1802.64,62.3,84.9,57.4,10.8,22.6,11,0,0,94.4,73.8
2021,6,12,1433.04,66.4,81.9,60.3,9.9,16.1,11,0,0,93.8,68.1
2021,6,13,1589.7,67.2,78.9,60.3,11,14.1,11,0,0,94.9,174
2021,6,14,1954.26,70.8,77.1,63,10,21,11,0,0,72.9,181.6
2021,6,15,1405.74,70.3,73.8,60.4,13.5,22.6,10.5,0,0,29.8,306.7
2021,6,16,1158.78,67.9,54,48.7,11.4,31.1,11,0,0,6.5,322.8
2021,6,17,1092.84,66.1,46,43.1,11.1,23,11,0,0,0.1,313
2021,6,18,1236.48,70,55.8,51.8,12.7,22.6,11,0,0,0.3,216.2
2021,6,19,1823.64,73.2,77.8,65.2,11,23,11,0,0,45.7,251.1
2021,6,20,1808.94,75.1,78.2,67,11.3,22.4,11,0,0,13.1,216.2
2021,6,21,2559.48,78.5,80.9,71.8,12.6,24.5,103.7,8.5,7,61.1,194.6
2021,6,22,2247.42,67.5,90.2,64.4,12.6,21.9,66.4,5.6,3,56.1,312.7
2021,6,23,1146.6,63.8,60.5,48,11.3,17.3,302.3,26.1,10,9.2,318.8
2021,6,24,1085.28,65.2,61.5,50,12.6,19.9,342.5,29.6,10,3.5,111.7
2021,6,25,1256.64,67.5,67,54.6,10.2,17.2,324.5,28.1,9,2.2,221.1
2021,6,26,1914.36,75.6,83.4,69.8,16.7,29.8,187.2,16.2,9,65.9,185.4
2021,6,27,2129.82,79.6,77.5,71.3,13.8,27.5,235.7,20.2,10,45.8,204.3
2021,6,28,2617.86,82,72.2,71.6,13.5,22.1,297.1,25.7,10,17.6,210.6
2021,6,29,2932.44,83.8,67.3,71.2,12.7,23,324.5,28.1,10,5,227.9
2021,6,30,3357.9,84.9,67.3,71.8,11.5,22.6,330.6,28.6,10,9,237.8
2021,7,1,2819.88,75.4,86.9,70.9,9.8,22.6,158.5,13.8,6,48.3,293.5
2021,7,2,2160.9,72,88.8,68.2,10.7,18.3,154.1,13.3,6,80.2,233.9
2021,7,3,1525.44,64.9,86.6,60.6,10.8,19.7,157,13.6,7,96.5,32
2021,7,4,1485.54,69.7,77.1,61.4,8.9,17.9,286.5,24.6,10,57.3,272
2021,7,5,1505.7,75.1,71,63.8,10.2,20.8,306.7,26.5,8,7.8,209.8
2021,7,6,2551.08,79.4,72.9,69.3,13.7,34.4,285.4,24.5,9,16.8,213
2021,7,7,2956.38,81.3,74.8,71.3,10.9,23,288.7,24.9,9,11.8,225.5
2021,7,8,3095.82,79.8,77.6,71.8,16.5,31.1,202.7,17.4,8,30.8,194
2021,7,9,2525.46,77.4,80.4,70.2,13.7,34.4,266.6,23.2,9,57,315.7
2021,7,10,2058,75.3,77.5,67.3,7.8,16.3,238.5,20.5,7,38.1,342.2
2021,7,11,2256.24,76.1,83.3,70.3,13.7,20.4,176.5,15.4,8,60.2,153.8
2021,7,12,3066.42,77.2,88.6,73.3,10.9,27.7,179.7,15.5,10,74.7,193.1
2021,7,13,2659.44,72.4,95.7,71.1,13.9,20.1,106.9,9.2,4,99.8,75.4
2021,7,14,2583,77.6,81.8,70.9,10.2,21.7,244.8,21.1,10,58.4,315.3
2021,7,15,2700.6,80.5,73.3,70.5,8.1,14.8,239.9,20.6,8,17.1,241.7
2021,7,16,2510.34,82.7,70.9,71.2,10.2,18.8,277.7,24.2,9,15.8,241.9
2021,7,17,2259.18,80.5,79.2,72.8,15.7,34.4,309.2,26.7,6,31.9,188.1
2021,7,18,2006.34,74.1,83.3,68.4,13.7,24.2,195.9,16.8,9,93.9,245.2
2021,7,19,2223.9,76.2,65.1,63.1,13.4,21.7,207.2,17.8,7,39.2,311.6
2021,7,20,2518.32,77.2,74.3,68,6,14.3,204.2,17.6,6,16.9,293
2021,7,21,2338.14,74.9,77.1,67,11.1,21.7,199.8,17.2,7,12.1,344.9
2021,7,22,1666.56,71.3,64.7,57.9,9,16.3,228.8,19.7,7,8.5,321.1
2021,7,23,1501.08,72.1,60.3,56.5,8.9,15.7,264.9,22.7,9,11.8,335.3
2021,7,24,1717.8,72.8,67.7,60.5,13.4,17,229.6,19.9,8,6.3,174.6
2021,7,25,2074.8,75.9,79.1,68.8,11.2,30.4,158.7,13.7,6,68.3,195.8
2021,7,26,2501.94,79.4,70,67.1,8.1,14.3,257.8,22.3,9,3.7,326
2021,7,27,2430.96,78.8,64.7,64.5,8.2,19,276.9,23.8,9,6.4,276.3
2021,7,28,2109.66,74.9,67.6,62.8,10.1,19,244.5,21,8,11.9,5.5
2021,7,29,2638.86,71.4,90.8,68.5,11.2,44.5,78.4,6.8,2,69.2,163.7
2021,7,30,1593.48,74.8,70.4,63.1,13.5,24.4,445.3,38.7,9,12.6,319.3
2021,7,31,1111.74,66.8,61.9,52.4,8.8,16.6,770,67.2,8,0.3,304.1
2021,8,1,1737.12,66.6,86.7,62.5,6.9,17.2,770,67.2,8,61.2,246.4
2021,8,2,1427.58,69,71.2,57.9,12.6,24,770,67.2,8,18.6,323.9
2021,8,3,1674.96,68.3,66.4,55.9,5.3,36.7,770,67.2,8,3,8.7
2021,8,4,1868.58,68.7,77.3,60.8,7.9,18.1,770,67.2,8,30.9,71.7
2021,8,5,1634.64,72,71.1,60.6,11,17.4,770,67.2,8,7.8,347.1
2021,8,6,1954.68,76.6,68.3,64,10.1,16.6,770,67.2,8,10.7,215.1
2021,8,7,1902.18,75.7,70.1,64.5,12.6,21.7,770,67.2,8,13.7,185.6
2021,8,8,1676.64,71.5,81.3,65,13.4,21.3,770,67.2,8,59.2,58.7
2021,8,9,2203.74,75.6,75.8,67,12.1,14.1,770,67.2,8,45.6,32.2
2021,8,10,2655.66,75.9,89.3,72.2,17.4,34.4,770,67.2,8,76.5,168.4
2021,8,11,2661.12,78.8,84.8,73.1,21.7,36.9,770,67.2,8,36.4,222
2021,8,12,2819.46,81.6,76,72.1,13.8,25,770,67.2,8,4.5,226.9
2021,8,13,2581.74,83.8,64.7,69.8,7.9,17,572.6,50,8,3.6,250.6
2021,8,14,2368.8,80.1,71.1,69.6,13.1,23.5,204.3,17.7,7,7.1,304
2021,8,15,1503.18,75,54.1,56.6,8.7,15.7,258.3,22.4,8,32.8,11.2
2021,8,16,2544.78,73.8,76.1,65.7,11.9,17.7,89.3,7.7,3,94.5,108.5
2021,8,17,2631.72,76.1,77.6,68.4,12.4,18.1,115.7,10,5,84.9,153.1
2021,8,18,2850.12,79,81.7,72.5,19.7,26.4,147.6,12.6,6,81.1,145
2021,8,19,2942.1,79.7,79.3,72.3,15.8,26.4,206.6,17.9,6,73.8,227.4
2021,8,20,2533.86,76.1,82.5,70.2,6.8,9.8,274,24,3,44.5,310.3
2021,8,21,2248.68,75,88.1,71.1,9.8,15.7,113.1,9.7,4,55.4,71.4
2021,8,22,2315.46,73.2,93.7,71.2,18.6,26.4,53.7,4.5,3,80.7,323.6
2021,8,23,2653.56,76.2,88.8,72.4,12.6,25.9,264.4,22.8,6,66.3,241.6
2021,8,24,2391.06,80.2,73.3,69.8,15.3,15.9,447,38.6,6,1.9,288.1
2021,8,25,2538.9,79.9,72.3,69.1,6.7,10.1,232.2,20.1,8,4.1,227.5
2021,8,26,2882.04,80.2,76.5,71.5,9,18.3,451.6,39.4,8,17,221.9
2021,8,27,2815.68,80.2,82.6,73.7,8.1,19.7,824,72,8,14.7,230.7
2021,8,28,2392.32,71.3,89.8,68.1,17.6,25.3,824,72,8,77.1,60.4
